transaction_id,customer_id,amount,error_code,historical_success_rate,previous_failed_attempts,time_of_day,device_type,outcome_no_action,outcome_retry_now,outcome_retry_delayed,outcome_reminder,outcome_incentive_10
RP_4F8456A7,CUST_3567,385.81,GATEWAY_TIMEOUT,0.958,0,8,Mobile,0,1,1,0,0
RP_666518CF,CUST_2307,485.03,GATEWAY_TIMEOUT,0.527,1,7,Mobile,0,0,0,0,0
RP_50AEFFC1,CUST_9848,3156.12,GATEWAY_TIMEOUT,0.687,1,16,Mobile,0,0,0,0,0
RP_CB9D842B,CUST_3660,976.9,GATEWAY_TIMEOUT,0.529,0,23,Mobile,0,1,0,0,1
RP_FF2F55DA,CUST_4730,1584.52,INSUFFICIENT_FUNDS,0.573,0,7,Mobile,0,0,0,0,0
RP_8AE97AE0,CUST_7207,566.31,3D_SECURE_FAILED,0.644,1,22,Desktop,0,0,0,0,0
RP_EF393705,CUST_4162,523.41,3D_SECURE_FAILED,0.917,1,0,Mobile,1,0,0,0,0
RP_67C11C82,CUST_2140,1544.83,INSUFFICIENT_FUNDS,0.763,0,21,Mobile,0,0,0,1,0
RP_F98CD689,CUST_9458,1275.73,INSUFFICIENT_FUNDS,0.76,0,17,Mobile,0,0,1,0,0
RP_15E72AF2,CUST_2708,2789.41,CUSTOMER_ABANDONED,0.765,0,14,Desktop,0,0,0,0,0
RP_B9E3ABB7,CUST_4630,5228.67,GATEWAY_TIMEOUT,0.746,0,21,Mobile,0,0,0,0,0
RP_1B1C83E7,CUST_4211,478.33,GATEWAY_TIMEOUT,0.433,0,15,Mobile,1,1,0,0,0
RP_735BEB79,CUST_7538,3082.27,3D_SECURE_FAILED,0.302,0,1,Mobile,0,0,0,0,0
RP_D02DDEA2,CUST_1475,300.14,GATEWAY_TIMEOUT,0.687,1,12,Mobile,0,0,0,0,0
RP_E8C512B7,CUST_8684,13207.42,GATEWAY_TIMEOUT,0.793,0,1,Mobile,0,0,0,0,0
RP_7A9DA59D,CUST_2207,426.85,INSUFFICIENT_FUNDS,0.835,0,13,Mobile,0,0,0,1,0
RP_14A86C56,CUST_2960,2511.8,INSUFFICIENT_FUNDS,0.758,1,6,Desktop,0,0,1,0,0
RP_D3C60C18,CUST_1557,297.47,GATEWAY_TIMEOUT,0.755,0,10,Mobile,0,1,1,0,0
RP_5D798E0E,CUST_1882,913.69,GATEWAY_TIMEOUT,0.404,1,14,Mobile,0,0,0,0,0
RP_3DB12B58,CUST_5761,7008.51,INSUFFICIENT_FUNDS,0.593,1,16,Mobile,0,0,0,0,0
RP_0B2E4C3C,CUST_6867,411.07,CUSTOMER_ABANDONED,0.582,0,20,Mobile,0,0,0,0,0
RP_77901A4E,CUST_7963,15444.73,GATEWAY_TIMEOUT,0.882,0,16,Mobile,0,0,1,0,0
RP_BD731FB4,CUST_8166,1089.71,INSUFFICIENT_FUNDS,0.36,1,14,Mobile,0,1,0,0,0
RP_A4857C89,CUST_8929,3536.37,CUSTOMER_ABANDONED,0.76,0,15,Mobile,0,0,0,0,0
RP_A95F9CC0,CUST_6347,1778.51,3D_SECURE_FAILED,0.743,0,8,Desktop,0,0,0,0,0
RP_7BFEE989,CUST_8269,1897.8,INSUFFICIENT_FUNDS,0.735,1,20,Mobile,0,0,0,0,0
RP_43E1D31C,CUST_9125,198.08,GATEWAY_TIMEOUT,0.758,0,20,Mobile,0,0,0,0,0
RP_F404387F,CUST_3454,621.77,INSUFFICIENT_FUNDS,0.441,0,19,Mobile,0,0,0,0,0
RP_F93EC1E4,CUST_5494,4606.26,CUSTOMER_ABANDONED,0.901,0,18,Mobile,0,0,0,0,1
RP_BADB5175,CUST_2946,725.47,GATEWAY_TIMEOUT,0.86,0,23,Mobile,0,1,1,0,0
RP_872778E8,CUST_3808,1295.43,INSUFFICIENT_FUNDS,0.881,0,22,Mobile,0,0,0,1,1
RP_D8260E45,CUST_7642,171.24,GATEWAY_TIMEOUT,0.744,0,8,Mobile,0,1,1,0,0
RP_80C6AD6E,CUST_4825,575.31,GATEWAY_TIMEOUT,0.902,0,5,Mobile,0,1,1,0,0
RP_F3A6B843,CUST_4536,4220.24,INSUFFICIENT_FUNDS,0.755,0,0,Mobile,0,0,1,0,0
RP_305012EB,CUST_7068,235.3,GATEWAY_TIMEOUT,0.986,1,4,Mobile,0,1,0,0,1
RP_86B48E5A,CUST_4802,2592.8,CUSTOMER_ABANDONED,0.525,0,4,Mobile,0,0,0,0,0
RP_ACC1713A,CUST_5699,1357.41,CUSTOMER_ABANDONED,0.662,0,22,Mobile,0,0,0,0,0
RP_562F6038,CUST_2970,826.21,INSUFFICIENT_FUNDS,0.818,0,0,Mobile,0,0,1,0,1
RP_947D3F90,CUST_6806,783.75,INSUFFICIENT_FUNDS,0.856,1,0,Mobile,0,0,0,0,0
RP_5718A526,CUST_7142,608.36,INSUFFICIENT_FUNDS,0.56,0,21,Desktop,0,0,1,0,1
RP_CB1D315C,CUST_3819,676.98,GATEWAY_TIMEOUT,0.823,0,5,Mobile,0,1,0,0,0
RP_C76B8A2D,CUST_1364,3346.56,3D_SECURE_FAILED,0.777,2,8,Desktop,0,0,1,1,0
RP_AF9CF0A8,CUST_5258,652.98,RISK_BLOCKED,0.567,1,18,Mobile,0,0,0,0,0
RP_39CF5A2F,CUST_4119,9596.06,GATEWAY_TIMEOUT,0.677,0,4,Mobile,0,1,1,0,0
RP_D45E2C5F,CUST_2863,1570.96,GATEWAY_TIMEOUT,0.707,1,20,Mobile,0,1,0,0,0
RP_97E53651,CUST_1115,549.21,GATEWAY_TIMEOUT,0.733,2,16,Mobile,0,0,0,0,0
RP_8A3A4CAD,CUST_8084,3526.42,CUSTOMER_ABANDONED,0.304,1,21,Mobile,0,0,0,1,0
RP_1C739CED,CUST_9016,2318.5,CUSTOMER_ABANDONED,0.444,0,19,Mobile,0,0,0,0,1
RP_ED9FBA39,CUST_3384,150.65,CUSTOMER_ABANDONED,0.753,0,11,Mobile,0,0,0,0,0
RP_4BCBB423,CUST_4935,316.92,CUSTOMER_ABANDONED,0.787,0,5,Mobile,0,0,0,1,1
RP_CC1F2B03,CUST_8742,954.79,INSUFFICIENT_FUNDS,0.639,0,12,Mobile,0,0,0,1,0
RP_5022A51E,CUST_6442,163.97,CUSTOMER_ABANDONED,0.743,0,23,Mobile,0,0,0,1,0
RP_D35C2119,CUST_3490,13475.6,CUSTOMER_ABANDONED,0.932,0,7,Mobile,0,0,0,0,1
RP_4A507852,CUST_7980,2941.51,INSUFFICIENT_FUNDS,0.943,0,2,Mobile,0,0,1,1,0
RP_247B3588,CUST_8661,1079.23,INSUFFICIENT_FUNDS,0.624,0,10,Desktop,0,0,0,0,0
RP_AA8603FB,CUST_2724,726.87,CUSTOMER_ABANDONED,0.942,0,19,Mobile,0,0,0,0,1
RP_C774E20F,CUST_9182,534.0,CUSTOMER_ABANDONED,0.584,0,0,Mobile,0,0,0,0,1
RP_C1BE9914,CUST_3767,103.87,CUSTOMER_ABANDONED,0.268,0,13,Mobile,0,0,0,0,1
RP_D54EB3DB,CUST_2137,137.08,CUSTOMER_ABANDONED,0.98,0,20,Mobile,0,0,0,0,1
RP_2BB8F809,CUST_5117,10735.86,CUSTOMER_ABANDONED,0.777,2,23,Mobile,0,0,0,1,0
RP_E3B82CA8,CUST_4420,7246.83,CUSTOMER_ABANDONED,0.505,1,12,Desktop,0,0,0,0,0
RP_B073DF69,CUST_6845,549.53,INSUFFICIENT_FUNDS,0.92,0,14,Desktop,0,0,1,0,0
RP_0423B763,CUST_5778,3260.38,CUSTOMER_ABANDONED,0.623,0,22,Mobile,0,0,0,0,1
RP_6D382E49,CUST_4906,2013.65,INSUFFICIENT_FUNDS,0.656,0,20,Desktop,0,0,0,1,0
RP_254D9EAD,CUST_4637,2319.59,GATEWAY_TIMEOUT,0.542,0,7,Mobile,0,0,1,0,0
RP_8E1E7400,CUST_3953,198.3,GATEWAY_TIMEOUT,0.454,0,14,Mobile,0,0,1,0,0
RP_586FA704,CUST_6929,125.23,CUSTOMER_ABANDONED,0.896,0,12,Mobile,0,1,0,0,0
RP_86053926,CUST_1276,4532.88,CUSTOMER_ABANDONED,0.851,0,0,Mobile,0,0,0,0,1
RP_27EFED6E,CUST_2999,101.99,RISK_BLOCKED,0.68,0,10,Mobile,0,0,0,0,0
RP_976673FE,CUST_2227,917.97,INSUFFICIENT_FUNDS,0.56,0,19,Mobile,0,0,0,0,1
RP_391EC425,CUST_7337,705.39,INSUFFICIENT_FUNDS,0.847,1,14,Mobile,0,0,0,0,0
RP_656C0A05,CUST_4735,631.32,GATEWAY_TIMEOUT,0.734,1,20,Mobile,0,0,0,0,0
RP_C4B0F048,CUST_1695,1599.33,GATEWAY_TIMEOUT,0.639,0,3,Mobile,0,1,0,0,0
RP_A4E65D7E,CUST_5152,486.33,CUSTOMER_ABANDONED,0.628,1,5,Mobile,0,0,0,0,0
RP_30D1F66C,CUST_8901,1763.19,GATEWAY_TIMEOUT,0.898,2,11,Mobile,0,1,0,0,0
RP_D8E15506,CUST_8470,1299.05,CUSTOMER_ABANDONED,0.836,1,0,Desktop,0,0,0,0,1
RP_9A046761,CUST_8537,13608.89,CUSTOMER_ABANDONED,0.648,1,9,Mobile,0,0,0,1,0
RP_65F083D8,CUST_3841,207.99,INSUFFICIENT_FUNDS,0.688,2,17,Mobile,0,0,0,0,0
RP_3C2BCD06,CUST_5208,1135.83,3D_SECURE_FAILED,0.567,0,0,Desktop,0,0,0,0,0
RP_933B7B8F,CUST_9733,1840.17,INSUFFICIENT_FUNDS,0.49,0,6,Mobile,0,0,0,0,0
RP_DDE48A36,CUST_2088,806.19,GATEWAY_TIMEOUT,0.763,2,1,Desktop,0,0,1,0,0
RP_B73FCF1C,CUST_4363,220.41,3D_SECURE_FAILED,0.445,0,7,Mobile,0,0,0,0,0
RP_F0FB40E7,CUST_1024,4956.84,3D_SECURE_FAILED,0.415,1,0,Mobile,0,0,0,0,0
RP_7D4F5F7F,CUST_7144,1643.07,GATEWAY_TIMEOUT,0.445,1,18,Mobile,0,0,0,0,0
RP_15133D1B,CUST_6668,239.78,GATEWAY_TIMEOUT,0.883,0,5,Mobile,0,1,0,0,0
RP_F6A160CC,CUST_5236,1856.41,GATEWAY_TIMEOUT,0.669,0,10,Mobile,0,1,0,0,0
RP_EF7A169F,CUST_9068,8449.64,GATEWAY_TIMEOUT,0.758,0,18,Mobile,0,1,1,0,0
RP_BFE8A98A,CUST_3235,1049.87,RISK_BLOCKED,0.911,0,9,Mobile,0,0,0,0,0
RP_85FC2E26,CUST_8295,1093.73,CUSTOMER_ABANDONED,0.288,0,15,Mobile,0,0,0,0,0
RP_3FC73A0A,CUST_9392,7198.34,INSUFFICIENT_FUNDS,0.731,0,15,Mobile,0,0,1,0,0
RP_E5A5B9F2,CUST_9448,342.25,3D_SECURE_FAILED,0.367,0,9,Mobile,0,0,0,0,0
RP_AAE45409,CUST_4747,8717.28,INSUFFICIENT_FUNDS,0.854,0,17,Mobile,0,0,0,1,0
RP_B12C98F0,CUST_4175,3524.5,INSUFFICIENT_FUNDS,0.874,0,21,Mobile,0,0,0,1,0
RP_F1CCA33E,CUST_5897,361.74,3D_SECURE_FAILED,0.682,1,17,Mobile,0,0,0,1,0
RP_88F0D0F8,CUST_6037,491.8,CUSTOMER_ABANDONED,0.757,1,2,Desktop,0,0,0,0,1
RP_3B86798E,CUST_8427,584.19,CUSTOMER_ABANDONED,0.93,0,11,Mobile,0,0,0,0,0
RP_6A4A938F,CUST_9605,121.48,INSUFFICIENT_FUNDS,0.648,0,9,Desktop,0,0,0,0,0
RP_D85F169C,CUST_3014,1499.02,CUSTOMER_ABANDONED,0.593,2,15,Mobile,0,0,0,0,0
RP_18A593D4,CUST_2381,381.94,GATEWAY_TIMEOUT,0.899,0,8,Mobile,0,1,1,0,1
RP_D6EB1219,CUST_2098,1565.35,CUSTOMER_ABANDONED,0.401,0,17,Mobile,0,0,0,1,1
RP_0C3ACD80,CUST_4426,232.96,RISK_BLOCKED,0.604,0,12,Mobile,0,0,0,0,0
RP_27C1DBD1,CUST_4655,3319.65,GATEWAY_TIMEOUT,0.864,0,23,Desktop,0,1,1,0,0
RP_10DBD393,CUST_8938,2657.53,CUSTOMER_ABANDONED,0.689,0,13,Mobile,0,0,0,0,0
RP_0E0FAB32,CUST_1187,470.1,INSUFFICIENT_FUNDS,0.76,0,18,Mobile,0,0,0,0,1
RP_BB1683B1,CUST_6409,1688.47,GATEWAY_TIMEOUT,0.853,0,13,Desktop,0,0,0,0,1
RP_D24AC2B4,CUST_3092,1211.37,CUSTOMER_ABANDONED,0.915,0,1,Mobile,0,0,0,1,0
RP_CBBB2657,CUST_3130,6494.81,GATEWAY_TIMEOUT,0.869,0,10,Mobile,0,1,1,0,1
RP_83F7E9AE,CUST_6242,317.67,CUSTOMER_ABANDONED,0.771,0,7,Mobile,0,0,0,0,0
RP_53B5A15B,CUST_9549,913.46,GATEWAY_TIMEOUT,0.814,0,2,Mobile,0,1,0,0,1
RP_E5DCE26C,CUST_6647,508.35,3D_SECURE_FAILED,0.79,0,14,Mobile,0,0,0,0,1
RP_5CF40072,CUST_6185,1157.23,GATEWAY_TIMEOUT,0.61,1,12,Desktop,0,0,0,0,0
RP_A24F66B1,CUST_6776,2079.59,GATEWAY_TIMEOUT,0.685,0,7,Mobile,0,0,1,0,0
RP_C5459B05,CUST_8913,501.61,GATEWAY_TIMEOUT,0.416,0,12,Mobile,0,0,0,0,0
RP_60E63098,CUST_8547,708.45,3D_SECURE_FAILED,0.621,0,15,Mobile,0,0,0,1,0
RP_13FE87B9,CUST_8823,3495.56,CUSTOMER_ABANDONED,0.64,1,21,Mobile,0,0,0,1,1
RP_2104703D,CUST_8355,5590.31,CUSTOMER_ABANDONED,0.752,1,0,Mobile,0,0,0,0,1
RP_CCAB9361,CUST_7465,1982.71,INSUFFICIENT_FUNDS,0.635,0,1,Mobile,0,0,0,0,1
RP_4F518157,CUST_2497,929.31,INSUFFICIENT_FUNDS,0.736,0,12,Mobile,0,0,0,0,0
RP_83789C0D,CUST_3555,829.05,GATEWAY_TIMEOUT,0.719,0,13,Mobile,0,0,0,0,0
RP_CDABC62B,CUST_6409,2116.99,CUSTOMER_ABANDONED,0.394,0,1,Mobile,0,0,0,0,0
RP_3DB78EB2,CUST_3951,1441.33,GATEWAY_TIMEOUT,0.69,1,15,Mobile,0,0,0,1,0
RP_3765C40F,CUST_2238,151.6,RISK_BLOCKED,0.54,0,13,Mobile,0,0,0,0,0
RP_6F58F523,CUST_5727,2179.53,CUSTOMER_ABANDONED,0.878,0,6,Mobile,0,0,0,1,1
RP_5D0C037E,CUST_4965,390.46,INSUFFICIENT_FUNDS,0.866,0,21,Mobile,0,0,1,1,0
RP_4C4142B2,CUST_6686,200.27,GATEWAY_TIMEOUT,0.539,0,13,Desktop,0,0,0,1,0
RP_764A6BFC,CUST_4701,148.11,CUSTOMER_ABANDONED,0.511,0,17,Mobile,0,0,0,0,1
RP_B9C9092F,CUST_3780,846.13,GATEWAY_TIMEOUT,0.809,0,16,Mobile,0,1,1,0,0
RP_1F12FBAC,CUST_8398,323.81,GATEWAY_TIMEOUT,0.555,0,4,Desktop,0,1,0,0,1
RP_FE21F05C,CUST_2588,100.0,GATEWAY_TIMEOUT,0.702,0,10,Mobile,0,0,0,0,0
RP_FEF0440C,CUST_3368,713.27,CUSTOMER_ABANDONED,0.729,0,17,Mobile,0,0,0,0,1
RP_77F74DC0,CUST_6789,608.69,CUSTOMER_ABANDONED,0.777,0,15,Mobile,0,0,0,0,1
RP_05A39654,CUST_1436,916.09,INSUFFICIENT_FUNDS,0.468,0,9,Mobile,0,0,0,0,0
RP_FA1EDFD4,CUST_3828,515.6,GATEWAY_TIMEOUT,0.633,0,5,Desktop,0,1,0,0,0
RP_BAA94F3F,CUST_2556,9849.69,INSUFFICIENT_FUNDS,0.402,1,13,Mobile,0,0,0,0,0
RP_C1FD02BB,CUST_8570,2040.2,CUSTOMER_ABANDONED,0.31,0,1,Mobile,0,0,0,0,0
RP_9722260C,CUST_8480,602.12,GATEWAY_TIMEOUT,0.7,0,8,Mobile,0,0,1,0,1
RP_C50BCC60,CUST_1182,1016.02,GATEWAY_TIMEOUT,0.825,1,12,Mobile,0,0,1,0,1
RP_39BCD567,CUST_8190,5988.35,3D_SECURE_FAILED,0.618,1,20,Mobile,0,0,0,0,0
RP_7FAC44B3,CUST_7687,3456.28,RISK_BLOCKED,0.456,1,22,Desktop,0,0,0,0,0
RP_C0FF335B,CUST_6565,205.32,RISK_BLOCKED,0.277,0,19,Mobile,0,0,0,0,0
RP_6B01912D,CUST_8241,340.65,CUSTOMER_ABANDONED,0.749,0,11,Mobile,0,0,0,0,0
RP_4555B7BD,CUST_8651,429.14,GATEWAY_TIMEOUT,0.505,0,1,Mobile,0,0,1,0,0
RP_227B8950,CUST_6575,647.01,GATEWAY_TIMEOUT,0.535,0,2,Mobile,0,1,0,0,0
RP_59AC1047,CUST_2589,536.73,INSUFFICIENT_FUNDS,0.734,0,12,Mobile,0,0,0,0,0
RP_2F4638CE,CUST_9851,1142.31,INSUFFICIENT_FUNDS,0.524,1,20,Desktop,0,0,0,1,0
RP_77EE05AF,CUST_1159,2651.46,RISK_BLOCKED,0.503,0,0,Mobile,0,0,0,0,0
RP_CCD49A0D,CUST_7555,3239.56,CUSTOMER_ABANDONED,0.953,0,19,Mobile,0,0,0,0,1
RP_E56F633A,CUST_9244,740.88,CUSTOMER_ABANDONED,0.275,0,3,Mobile,0,0,0,0,0
RP_F1455205,CUST_7846,154.22,GATEWAY_TIMEOUT,0.916,0,17,Mobile,0,0,0,0,0
RP_2F89FE01,CUST_3307,314.66,3D_SECURE_FAILED,0.614,1,12,Mobile,0,0,0,1,0
RP_9C5D0EB7,CUST_2228,587.73,CUSTOMER_ABANDONED,0.628,0,5,Mobile,0,0,0,0,0
RP_44F088B2,CUST_8226,246.15,GATEWAY_TIMEOUT,0.568,0,5,Mobile,0,1,0,0,0
RP_EA4C349F,CUST_6590,4311.46,3D_SECURE_FAILED,0.729,0,14,Mobile,0,0,0,1,0
RP_6FC70B82,CUST_7919,266.28,GATEWAY_TIMEOUT,0.679,1,17,Mobile,0,0,0,0,0
RP_6AB1BDD7,CUST_6585,2299.57,GATEWAY_TIMEOUT,0.733,1,16,Mobile,0,1,1,0,0
RP_85EE4F4E,CUST_7046,145.73,CUSTOMER_ABANDONED,0.621,0,13,Mobile,0,0,0,0,0
RP_4C8359C7,CUST_5945,2413.04,CUSTOMER_ABANDONED,0.87,0,3,Mobile,0,0,0,0,1
RP_162D3180,CUST_8927,927.86,GATEWAY_TIMEOUT,0.675,0,0,Mobile,0,1,0,0,0
RP_78470427,CUST_8016,6734.76,INSUFFICIENT_FUNDS,0.711,2,7,Mobile,0,0,0,0,0
RP_CBAB33C0,CUST_8758,282.06,RISK_BLOCKED,0.789,0,10,Mobile,1,0,0,0,0
RP_D0D6C44C,CUST_6086,557.28,CUSTOMER_ABANDONED,0.691,0,12,Desktop,0,0,0,0,0
RP_6FE3A8AA,CUST_8161,703.09,CUSTOMER_ABANDONED,0.631,0,16,Desktop,0,0,0,0,0
RP_6D036809,CUST_2884,913.24,GATEWAY_TIMEOUT,0.886,1,20,Mobile,0,0,0,0,0
RP_634919BF,CUST_2809,724.02,GATEWAY_TIMEOUT,0.895,1,13,Mobile,0,1,0,0,1
RP_A15D96AF,CUST_4167,740.99,GATEWAY_TIMEOUT,0.545,0,16,Mobile,0,1,0,0,0
RP_F366A66D,CUST_7352,726.56,GATEWAY_TIMEOUT,0.447,0,19,Mobile,0,0,1,0,0
RP_3962D0FC,CUST_7056,100.0,GATEWAY_TIMEOUT,0.596,0,23,Mobile,0,0,0,0,0
RP_35623A7A,CUST_3437,3611.94,GATEWAY_TIMEOUT,0.899,0,23,Mobile,0,1,1,0,1
RP_225EAD92,CUST_7468,33974.44,CUSTOMER_ABANDONED,0.758,0,0,Mobile,0,0,0,0,0
RP_B4E9F0BD,CUST_6951,1568.58,INSUFFICIENT_FUNDS,0.909,1,7,Mobile,0,0,0,1,0
RP_F2546256,CUST_6276,280.65,CUSTOMER_ABANDONED,0.44,1,18,Mobile,0,0,0,0,0
RP_C5E41DF5,CUST_9859,316.89,GATEWAY_TIMEOUT,0.561,2,10,Desktop,0,0,1,0,0
RP_D9870744,CUST_8818,2288.86,INSUFFICIENT_FUNDS,0.627,0,22,Mobile,0,0,0,1,0
RP_057D6826,CUST_5728,1741.61,GATEWAY_TIMEOUT,0.878,0,9,Mobile,0,1,0,0,0
RP_972FFCAD,CUST_3624,779.66,INSUFFICIENT_FUNDS,0.576,1,0,Mobile,0,0,0,0,0
RP_6FF1837E,CUST_6738,2708.32,GATEWAY_TIMEOUT,0.797,0,4,Mobile,0,1,0,1,0
RP_4D292E01,CUST_5232,100.0,RISK_BLOCKED,0.932,0,15,Mobile,0,0,0,0,0
RP_F1B81FE6,CUST_6793,2710.46,CUSTOMER_ABANDONED,0.724,0,19,Mobile,0,0,0,0,1
RP_63A337F5,CUST_5523,1458.72,INSUFFICIENT_FUNDS,0.88,2,19,Desktop,0,0,1,1,0
RP_EE4A96BD,CUST_6571,331.91,GATEWAY_TIMEOUT,0.772,1,4,Mobile,0,1,0,0,0
RP_CF061DB8,CUST_3224,196.37,CUSTOMER_ABANDONED,0.658,0,15,Mobile,0,0,0,0,0
RP_7DFABC16,CUST_9389,1268.5,CUSTOMER_ABANDONED,0.933,0,2,Mobile,0,0,0,0,1
RP_A1C5E891,CUST_7091,5935.38,GATEWAY_TIMEOUT,0.708,1,22,Mobile,0,0,1,0,0
RP_7778FAF1,CUST_9662,834.05,CUSTOMER_ABANDONED,0.411,1,1,Mobile,0,0,0,1,0
RP_74C515F6,CUST_7361,394.17,CUSTOMER_ABANDONED,0.786,0,16,Mobile,0,0,0,0,1
RP_D3D3BB69,CUST_2948,1379.6,CUSTOMER_ABANDONED,0.753,0,21,Mobile,0,0,0,1,1
RP_3273E789,CUST_8094,9750.23,CUSTOMER_ABANDONED,0.754,0,0,Desktop,0,0,0,1,1
RP_621816A5,CUST_7318,1840.07,3D_SECURE_FAILED,0.725,0,15,Mobile,0,0,0,0,0
RP_D87F51A5,CUST_4796,2094.94,3D_SECURE_FAILED,0.864,2,22,Mobile,0,0,1,0,0
RP_950C46E7,CUST_1234,4756.93,INSUFFICIENT_FUNDS,0.644,0,23,Mobile,0,0,0,0,0
RP_10E051C5,CUST_4607,1933.46,CUSTOMER_ABANDONED,0.819,0,1,Mobile,0,0,0,0,1
RP_DEBDE827,CUST_9043,429.59,CUSTOMER_ABANDONED,0.425,0,19,Mobile,0,0,0,0,1
RP_7F5601CC,CUST_1522,135.17,CUSTOMER_ABANDONED,0.769,0,6,Mobile,0,0,0,0,1
RP_110B915C,CUST_6904,362.86,RISK_BLOCKED,0.951,0,10,Desktop,0,0,0,0,0
RP_A51BA533,CUST_5888,291.29,GATEWAY_TIMEOUT,0.524,1,5,Mobile,0,1,0,0,0
RP_E2CFF62F,CUST_6832,2419.15,INSUFFICIENT_FUNDS,0.796,0,1,Desktop,0,0,1,0,0
RP_FE3B556B,CUST_8122,2858.4,GATEWAY_TIMEOUT,0.428,0,13,Mobile,0,1,1,0,0
RP_4785D0AF,CUST_6842,1353.82,GATEWAY_TIMEOUT,0.493,0,3,Mobile,0,1,1,0,1
RP_FF05DE37,CUST_2316,239.26,GATEWAY_TIMEOUT,0.971,1,18,Mobile,0,1,0,1,0
RP_A95C8F31,CUST_2124,9357.34,CUSTOMER_ABANDONED,0.679,1,21,Mobile,0,0,0,0,0
RP_EA91F4C7,CUST_6621,665.51,GATEWAY_TIMEOUT,0.601,0,1,Mobile,0,1,1,0,0
RP_1CD9D5D8,CUST_6423,2262.39,CUSTOMER_ABANDONED,0.873,0,1,Mobile,0,0,0,0,1
RP_AF8DAD74,CUST_3587,1163.5,CUSTOMER_ABANDONED,0.888,0,12,Mobile,0,0,0,0,1
RP_73E05056,CUST_6672,1408.66,GATEWAY_TIMEOUT,0.503,0,12,Mobile,0,0,1,0,0
RP_49A736A6,CUST_2378,2168.56,GATEWAY_TIMEOUT,0.824,0,2,Desktop,0,0,0,0,0
RP_9CADFC49,CUST_4374,475.69,CUSTOMER_ABANDONED,0.599,1,20,Mobile,0,0,0,0,0
RP_E9735B03,CUST_2519,5252.62,CUSTOMER_ABANDONED,0.444,0,5,Mobile,0,1,0,1,0
RP_446A3412,CUST_6777,164.78,3D_SECURE_FAILED,0.825,2,20,Mobile,0,0,0,1,0
RP_5F82574D,CUST_8935,315.37,3D_SECURE_FAILED,0.761,0,16,Mobile,0,0,0,0,0
RP_15F3ABBC,CUST_7093,5171.49,RISK_BLOCKED,0.73,0,0,Mobile,0,0,1,0,0
RP_FF753056,CUST_9418,2226.1,CUSTOMER_ABANDONED,0.841,0,6,Desktop,0,0,0,0,1
RP_60333A25,CUST_6355,23120.37,3D_SECURE_FAILED,0.638,0,6,Mobile,0,0,0,1,1
RP_9A8F10CA,CUST_5968,1190.37,CUSTOMER_ABANDONED,0.96,0,12,Mobile,0,0,0,0,0
RP_523E17C8,CUST_6574,8438.12,3D_SECURE_FAILED,0.901,1,21,Mobile,0,0,0,1,0
RP_BA7EA349,CUST_5072,118.04,GATEWAY_TIMEOUT,0.917,0,8,Desktop,0,0,1,0,0
RP_D57F8C18,CUST_3257,201.1,RISK_BLOCKED,0.631,0,17,Mobile,0,0,0,0,0
RP_2C9F2CB3,CUST_9588,3211.94,INSUFFICIENT_FUNDS,0.729,1,0,Desktop,0,0,1,1,0
RP_43D0DA6D,CUST_5424,135.85,CUSTOMER_ABANDONED,0.512,2,10,Mobile,0,0,0,0,1
RP_B45ABE25,CUST_4237,865.37,GATEWAY_TIMEOUT,0.771,0,21,Mobile,0,1,1,0,0
RP_5115D5BE,CUST_4893,4449.96,INSUFFICIENT_FUNDS,0.954,1,21,Mobile,0,0,0,1,0
RP_61F94BBA,CUST_3005,2001.01,GATEWAY_TIMEOUT,0.721,0,10,Mobile,0,0,0,0,0
RP_AB4349DD,CUST_3016,1111.33,GATEWAY_TIMEOUT,0.513,0,9,Mobile,0,1,0,0,0
RP_42DFDACA,CUST_2772,639.75,GATEWAY_TIMEOUT,0.44,0,16,Mobile,0,0,0,0,0
RP_A4594774,CUST_9353,1397.82,CUSTOMER_ABANDONED,0.774,2,16,Desktop,0,0,0,0,0
RP_AA07B742,CUST_4976,2192.28,GATEWAY_TIMEOUT,0.647,0,11,Mobile,0,0,0,0,0
RP_5EAE0FD3,CUST_2751,496.17,INSUFFICIENT_FUNDS,0.359,0,9,Desktop,0,0,0,0,1
RP_F30803C0,CUST_9967,1713.14,GATEWAY_TIMEOUT,0.846,0,11,Mobile,0,0,1,0,0
RP_A17BEEBD,CUST_8430,4000.27,CUSTOMER_ABANDONED,0.461,0,5,Desktop,0,0,0,0,0
RP_D6D6921E,CUST_8170,839.68,GATEWAY_TIMEOUT,0.764,0,20,Desktop,0,1,0,0,0
RP_2E8DC7E1,CUST_7469,1190.05,GATEWAY_TIMEOUT,0.544,0,5,Mobile,0,0,0,0,0
RP_47568DDA,CUST_4220,1959.68,INSUFFICIENT_FUNDS,0.772,0,5,Desktop,0,0,1,0,0
RP_04D1DFA2,CUST_1539,2125.16,CUSTOMER_ABANDONED,0.86,0,19,Desktop,0,0,0,0,1
RP_7EA4567B,CUST_2461,3146.81,GATEWAY_TIMEOUT,0.724,0,7,Mobile,0,0,1,0,0
RP_EE7882CA,CUST_6184,324.65,GATEWAY_TIMEOUT,0.842,0,4,Desktop,0,1,0,0,0
RP_CADD3E20,CUST_9547,581.32,GATEWAY_TIMEOUT,0.917,0,5,Mobile,0,0,1,0,0
